addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
"50-7, Olympic-ro 70-gil, Gangdong-gu, Seoul",,1,A05,A0502,A05020300,2700224,82,20201221225308,http://tong.visitkorea.or.kr/cms/resource/20/2685020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2685020_image2_1.jpg,Type3,127.1265388776,37.5389462263,6,20210329213750,2,+82-2-488-6923,Yakinoyuki - Gil-dong Branch (아키노유키 길동),05329
"19-18 Insadong-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,351034,82,20080124055825,,,,126.9858590773,37.5722481591,6,20240318153812,23,"+82-2-733-5507, +82-2-730-1112",Yangbandeck (양반댁),03162
"53, Yangcheon-ro 47na-gil, Gangseo-gu, Seoul",,1,A02,A0201,A02010700,1887239,76,20140120185329,http://tong.visitkorea.or.kr/cms/resource/18/2661818_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2661818_image2_1.jpg,Type3,126.8400029129,37.5729593554,6,20210106201727,4,+82-2-2659-0076,Yangcheonhyanggyo Local Confucian School (양천향교),07521
"221, Nodeul-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,1064294,76,20100723224239,,,,126.9024120879,37.5382728352,6,20221216094932,20,+82-2-3780-0581,Yanghwa Hangang Park (한강시민공원 양화지구(양화한강공원)),07231
"17, World Cup-ro 1-gil, Mapo-gu, Seoul",,1,A05,A0502,A05020100,2700327,82,20201221234317,http://tong.visitkorea.or.kr/cms/resource/62/2685062_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2685062_image2_1.jpg,Type3,126.9120081195,37.5494855927,6,20210329214037,13,+82-2-323-5777,Yanghwajeong (양화정),04027
"Yangjae-dong, Seocho-gu, Seoul",,1,A02,A0207,A02070200,3114722,85,20240424094250,http://tong.visitkorea.or.kr/cms/resource/47/3011947_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/47/3011947_image3_1.png,Type3,127.0415261579,37.4766713709,6,20240424095012,15,+82-2-6952-6260,Yangjae Art Salon (양재 아트 살롱),06777
"Baumoe-ro 12-gil, Seocho-gu, Seoul",,1,A01,A0101,A01010500,1939681,76,20140807195418,http://tong.visitkorea.or.kr/cms/resource/18/1900718_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1900718_image3_1.jpg,Type3,127.0306357916,37.4656835620,6,20171223022651,15,,Yangjaecheon Ecological Park (양재천 생태공원),06769
"Yangjae-dong, Seocho-gu, Seoul",,1,A02,A0207,A02070200,3114639,85,20180324014329,http://tong.visitkorea.or.kr/cms/resource/18/3113918_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/18/3113918_image3_1.png,Type3,127.0362100218,37.4749992472,6,20240423144815,15,+82-2-2155-8607,Yangjaecheon Stream Cherry Blossom Lantern Festival (양재천 벚꽃 등(燈) 축제),06754
"62, Chungmu-ro, Jung-gu, Seoul",(Euljiro 3(sam)-ga),1,A05,A0502,A05020100,1356140,82,20110809224701,http://tong.visitkorea.or.kr/cms/resource/86/1291286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1291286_image3_1.jpg,Type3,126.9927197172,37.5668016932,6,20200106234717,24,+82-2-2275-8838,Yangmiok  (양미옥),04544
"48, Sungkyunkwan-ro 4-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2673039,82,20200917235158,http://tong.visitkorea.or.kr/cms/resource/11/2669011_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2669011_image2_1.jpg,Type3,127.0000268753,37.5847858453,6,20210330195627,23,+82-2-742-6960,Yangpyeong Haejangguk (양평해장국),03075
"18 Samil-daero 17-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2668434,82,20200821234044,http://tong.visitkorea.or.kr/cms/resource/30/2655030_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2655030_image2_1.jpg,Type3,126.9865285441,37.5693040685,6,20240305144216,23,+82-2-3210-0808,Yangyeon Hwaro (양연화로),03190
"Store #G102, 513, Yeongdong-daero, Gangnam-gu, Seoul","YANKEE CANDLE, Store# G102",1,A04,A0401,A04011000,2958871,79,20230204101651,http://tong.visitkorea.or.kr/cms/resource/81/2879881_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2879881_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240418081054,1,,Yankee Candle - Coex Branch [Tax Refund Shop] (양키캔들 코엑스),06164
"337, Eonju-ro, Gangnam-gu, Seoul",,1,A02,A0206,A02060600,1241100,78,20110324203945,http://tong.visitkorea.or.kr/cms/resource/34/1837534_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1837534_image3_1.jpg,Type3,127.0443114151,37.4978884026,6,20211207182128,1,+82-2-6413-3689,Yearimdang Art Hall (예림당아트홀),06226
"13, Dongil-ro 22-gil, Gwangjin-gu, Seoul",,1,A05,A0502,A05020100,2700597,82,20201222005343,http://tong.visitkorea.or.kr/cms/resource/90/2684690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2684690_image2_1.jpg,Type3,127.0652499092,37.5425780333,6,20210329221448,6,+82-2-469-0072,Yedam Bapsang - Konkuk Univ. Branch (예담밥상 건대),05020
"72, Jangchungdan-ro, Jung-gu, Seoul",,1,A02,A0206,A02061100,616983,76,20080901203156,http://tong.visitkorea.or.kr/cms/resource/04/696904_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/696904_image3_1.jpg,Type3,127.0026581340,37.5515258689,6,20220919110254,24,+82-2-2253-2211,Yejiwon (예지원),04605
"172, Dangsan-ro, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020900,2693291,82,20201208012159,http://tong.visitkorea.or.kr/cms/resource/14/2682714_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/2682714_image2_1.jpg,Type3,126.8987821077,37.5295876689,6,20210325200655,20,+82-2-2635-2228,YELLOW MUG (옐로우머그),07220
"31, Jong-ro, 46-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2665108,82,20200724232714,http://tong.visitkorea.or.kr/cms/resource/37/2655037_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/2655037_image2_1.jpg,Type3,127.0102569099,37.5702960463,6,20210318203944,23,+82-2-747-8898,Yennal Yeongil Naengmyeon (옛날연길냉면),03119
"143, Eoulmadang-ro, Mapo-gu, Seoul",,1,A05,A0502,A05020100,2666342,82,20200803235306,http://tong.visitkorea.or.kr/cms/resource/45/2667645_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2667645_image2_1.jpg,Type3,126.9256927819,37.5565850122,6,20210319211942,13,+82-2-3141-9608,Yennaljip Chamsutgui (옛날집참숯구이),04051
"18, Hoegi-ro 19-gil, Dongdaemun-gu, Seoul",,1,A05,A0502,A05020100,2700469,82,20201222002529,http://tong.visitkorea.or.kr/cms/resource/53/2684553_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/2684553_image2_1.jpg,Type3,127.0531690303,37.5926775506,6,20210329215107,11,+82-2-968-9112,Yeogiga Jokenne (여기가좋겠네),02453
"430, Samil-daero, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2666013,82,20200730225137,http://tong.visitkorea.or.kr/cms/resource/35/2655035_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2655035_image2_1.jpg,Type3,126.9883588227,37.5731953161,6,20210319012256,23,+82-2-762-5157,Yeojingop (여진곱),03133
"78, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020400,2700510,82,20201222003537,http://tong.visitkorea.or.kr/cms/resource/40/2685040_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2685040_image2_1.jpg,Type3,126.9313238308,37.5209281453,6,20210329215440,20,+82-2-783-3838,Yeolbin (열빈),07333
"288 Jong-ro, Jongno-gu, Seoul",,1,A02,A0207,A02070200,972387,85,20100312004328,http://tong.visitkorea.or.kr/cms/resource/44/2957944_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/44/2957944_image3_1.jpeg,Type3,127.0097180432,37.5712209291,6,20240419143511,23,+82-2-2011-1744~7,Yeon Deung Hoe (Lotus Lantern Festival) (연등회),03119
"4, Dorim-ro, 31-gil, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2692515,82,20201207195950,http://tong.visitkorea.or.kr/cms/resource/09/2682609_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2682609_image2_1.jpg,Type3,126.8958695202,37.4927807818,6,20210325192219,20,+82-2-844-8836,Yeonbyeon Naengmyeon 2hojeom (연변냉면 2호),07415
"245, Hangeulbiseok-ro, Nowon-gu, Seoul",,1,A05,A0502,A05020100,2700536,82,20201222004119,http://tong.visitkorea.or.kr/cms/resource/29/2685129_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2685129_image2_1.jpg,Type3,127.0763958467,37.6495907971,6,20210329215531,9,+82-2-931-2523,Yeong snack (영스낵),01743
"136, Dorim-ro, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2692291,82,20201207185957,http://tong.visitkorea.or.kr/cms/resource/80/2682580_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2682580_image2_1.jpg,Type3,126.8974360356,37.4930807749,6,20210325191159,20,+82-2-844-5544,Yeongbyeon Naengmyeon (연변냉면),07417
"Yeouiseo-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0207,A02070200,700464,85,20090226233041,http://tong.visitkorea.or.kr/cms/resource/52/1607952_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1607952_image3_1.jpg,Type3,126.9141334174,37.5320321034,6,20210413230311,20,"• 1330 Travel Hotline: +82-2-1330 <br>(Korean, English, Japanese, Chinese) <br> • For more info: +82-2-2670-3114",Yeongdeungpo Yeouido Spring Flower Festival (영등포 여의도 봄꽃축제),07233
"90, Hongneung-ro, Dongdaemun-gu, Seoul",,1,A02,A0201,A02010700,264112,76,20021227003151,http://tong.visitkorea.or.kr/cms/resource/99/1985599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1985599_image3_1.jpg,Type3,127.0435644361,37.5896471740,6,20210312011838,11,+82-2-962-0556,Yeonghwiwon and Sunginwon Royal Tombs (서울 영휘원(순헌황귀비)과 숭인원(이진)),02456
"52, Myeongdong 2-gil, Jung-gu, Seoul",,1,A05,A0502,A05020100,2700560,82,20201222004536,http://tong.visitkorea.or.kr/cms/resource/07/2685107_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2685107_image2_1.jpg,Type3,126.9831485272,37.5611716200,6,20210329220824,24,+82-2-776-2015,Yeongyang Center (영양센타),04535
"10, Daehak-ro, 1-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2669305,82,20200827185717,http://tong.visitkorea.or.kr/cms/resource/39/2664139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2664139_image2_1.jpg,Type3,127.0013382419,37.5715596281,6,20210322201839,23,+82-2-762-0593,Yeonji-dong Sundubu (연지동순두부),03129
"1F, #103, 31, Yanghwa-ro 21-gil, Mapo-gu, Seoul",,1,A04,A0401,A04011000,2959517,79,20230202153618,,,,126.9245122501,37.5595540906,6,20240416162557,13,,Yeonnam Pharmacy [Tax Refund Shop] (연남약국),03994
"32, Baekbeom-ro, 2-gil, Mapo-gu, Seoul",,1,A05,A0502,A05020100,2686866,82,20201126224611,http://tong.visitkorea.or.kr/cms/resource/45/2676445_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2676445_image2_1.jpg,Type3,126.9353530927,37.5537577360,6,20210324191842,13,+82-2-716-2520,Yeonnam Seosikdang (연남서식당),04100
"Yeonnam-dong, Mapo-gu, Seoul",,1,A02,A0203,A02030400,2484384,76,20170309014211,http://tong.visitkorea.or.kr/cms/resource/23/3109623_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/23/3109623_image3_1.JPG,Type3,126.9236317158,37.5616621632,,20240319145600,13,,Yeonnam-dong (연남동),03984
"390, Gangnam-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,3326048,79,20240625132833,http://tong.visitkorea.or.kr/cms/resource/94/3312794_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3312794_image3_1.jpg,Type3,127.0285934010,37.4978936744,6,20240628085616,1,,Yeonsei ULINE Dental Clinic [Tax Refund Shop] (연세유라인치과병원),06232
"Area of Yeonse-ro, Sedaemun-gu, Seoul",,1,A02,A0203,A02030400,264376,76,20031023232109,http://tong.visitkorea.or.kr/cms/resource/05/1505605_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1505605_image3_1.jpg,Type3,126.9365529264,37.5557797448,6,20221025153633,14,+82-2-120,Yeonsero (Yonsei University Street) (연세로),03789
231 Dosan-daero Gangnam-gu Seoul,,1,A05,A0502,A05020100,2686731,82,20201126201943,http://tong.visitkorea.or.kr/cms/resource/39/2676439_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2676439_image2_1.jpg,Type3,127.0321812952,37.5215076637,6,20201126201943,1,+82-2-545-4248,Yeontabal Apgujeong(연타발 압구정),06026
"3, Seocho-daero, 77-gil, Seocho-gu, Seoul",,1,A05,A0502,A05020100,2667601,82,20200818232950,http://tong.visitkorea.or.kr/cms/resource/76/2655176_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2655176_image2_1.jpg,Type3,127.0265130291,37.4981186113,6,20201029232658,15,+82-2-536-9282,Yeontabal Gangnam Station(연타발 강남역),06615
"19, Samil-daero, 15-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020100,2668056,82,20200819234932,http://tong.visitkorea.or.kr/cms/resource/82/2655182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2655182_image2_1.jpg,Type3,126.9864007930,37.5687846824,6,20201119005402,23,+82-2-720-9263,Yeontabal Jongro(연타발 종로),03190
"35, Teheran-ro, 87-gil, Gangnam-gu, Seoul",,1,A05,A0502,A05020100,2658840,82,20200609002553,http://tong.visitkorea.or.kr/cms/resource/71/2655171_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2655171_image2_1.jpg,Type3,127.0576737478,37.5099039139,6,20201030183904,1,+82-2-557-9981,Yeontabal Samseong COEX(연타발 삼성코엑스),06167
"18, Gukhoe-daero, 70-gil, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020100,2670042,82,20200901005320,http://tong.visitkorea.or.kr/cms/resource/79/2664579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2664579_image2_1.jpg,Type3,126.9203718249,37.5289492392,6,20201119183340,20,+82-2-780-9238,Yeontabal Yeouido (연타발 여의도),07237
"5-13 , Bukchon-ro 12-gil, Jongno-gu, Seoul",,1,B02,B0201,B02011600,2542923,80,20180413003304,http://tong.visitkorea.or.kr/cms/resource/52/3009452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/3009452_image3_1.jpg,Type1,126.9854060535,37.5823969708,6,20230912172321,23,+82-2-742-1115,Yeonwoohouse [Korea Quality] / 연우하우스 [한국관광 품질인증],03056
"7, Samseong-ro 71-gil, Gangnam-gu, Seoul",,1,A05,A0502,A05020100,2700480,82,20201222003001,http://tong.visitkorea.or.kr/cms/resource/66/2684566_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2684566_image2_1.jpg,Type3,127.0583516819,37.5021937107,6,20210329215209,1,+82-2-557-0039,Yeosu Odongdo - Daechi Branch (여수오동도 대치),06202
180 Dangsan-ro Yeongdeungpo-gu Seoul,,1,A05,A0502,A05020100,2692904,82,20201207223825,http://tong.visitkorea.or.kr/cms/resource/65/2682665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2682665_image2_1.jpg,Type3,126.8993681448,37.5303181493,6,20201207223825,20,+82-2-2672-2128,Yeou Gamjatang(여우감자탕),07216
"330, Yeouidong-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,1064767,76,20100726184714,,,,126.9336123570,37.5263886632,6,20230614112438,20,+82-2-3780-0561,Yeouido Hangang Park (여의도한강공원),07337
"330, Yeouidong-ro, Yeongdeungpo-gu, Seoul",,1,A03,A0303,A03030700,1065219,75,20100727001733,,,,126.9336123570,37.5263886632,6,20190730002646,20,+82-2-785-0478,Yeouido Hangang Park Outdoor Swimming Pool (한강시민공원 여의도수영장(실외)),07337
"68, Yeouigongwon-ro, Yeongdeungpo-gu, Seoul",,1,A02,A0202,A02020700,264340,76,20030109181517,,,,126.9202635904,37.5257801616,6,20240408170027,20,,Yeouido Park (여의도공원),07243
"48, Yeouidong-ro, Yeongdeungpo-gu, Seoul",,1,A01,A0101,A01010500,1751257,76,20121113203752,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1918857_image3_1.jpg,Type3,126.9218442005,37.5187393412,6,20210614222148,20,+82-2-3780-0570,Yeouido Saetgang Ecological Park (여의도샛강생태공원),07323
"278, Beotkkot-ro, Geumcheon-gu, Seoul",,1,A05,A0502,A05020100,2667533,82,20200818223647,http://tong.visitkorea.or.kr/cms/resource/60/2661460_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2661460_image2_1.jpg,Type3,126.8846292492,37.4795376749,6,20210319235119,8,+82-2-3397-3299,Yeppeun Dwaeji(예쁜돼지),08511
"33-1 Insadong-gil, Jongno-gu, Seoul",,1,A05,A0502,A05020900,1065450,82,20100727022429,,,,126.9854257474,37.5735257805,6,20240318143547,23,+82-2-722-5332,Yetchatjip (옛찻집),03149
"57, Myeongdong, 2-gil, Jung-gu, Seoul",,1,A05,A0502,A05020100,2668885,82,20200825234909,,,,126.9834679456,37.5610577501,6,20240320095156,24,+82-2-779-3000,Yetmat Seoul Bulgogi (옛맛서울불고기),04536
"513, Yeongdong-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,2959103,79,20230204104423,http://tong.visitkorea.or.kr/cms/resource/12/2879912_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2879912_image3_1.jpg,Type3,127.0592179950,37.5119175967,6,20240422152458,1,,Yewon - Starfield Coex Mall Branch [Tax Refund Shop] (예원 스타필드 코엑스몰점),06164
"185, Digital-ro, Geumcheon-gu, Seoul",,1,A04,A0401,A04011000,3323556,79,20240625074443,http://tong.visitkorea.or.kr/cms/resource/48/3312948_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3312948_image3_1.jpg,Type3,126.8872262708,37.4782600918,6,20240626205750,8,,YEZAC [Tax Refund Shop] (예작),08511
"662, Gyeongin-ro, Guro-gu, Seoul",,1,A04,A0401,A04011000,3324198,79,20240625090314,http://tong.visitkorea.or.kr/cms/resource/89/3314189_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/89/3314189_image3_1.jpeg,Type3,126.8884169673,37.5089148857,6,20240627024010,7,,YEZAC [Tax Refund Shop] (예작),08209
"63, Sogong-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2954409,79,20230202231857,http://tong.visitkorea.or.kr/cms/resource/46/2889846_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2889846_image3_1.jpg,Type3,126.9810181709,37.5609966018,6,20240419144224,24,,YEZI:N - Shinsegae Main Branch [Tax Refund Shop] (예진 신세계 본점),04530
"205, Sapyeong-daero, Seocho-gu, Seoul",,1,A05,A0502,A05020900,2685909,82,20201125230030,http://tong.visitkorea.or.kr/cms/resource/16/2677716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2677716_image2_1.jpg,Type3,127.0078784327,37.5045397536,6,20210324195907,15,+82-2-6052-0104,YG Republic Central City (YG리퍼블릭 센트럴시티),06545
3 Dangsan-ro 44-gil Yeongdeungpo-gu Seoul,,1,A05,A0502,A05020900,2693365,82,20201208014133,http://tong.visitkorea.or.kr/cms/resource/68/2682768_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2682768_image2_1.jpg,Type3,126.9007929664,37.5320401971,6,20201208014133,20,+82-2-2675-1232,yo:b(욥),07214
"62, Eunhaeng-ro, Yeongdeungpo-gu, Seoul",,1,B02,B0201,B02010100,349334,80,20080124230515,http://tong.visitkorea.or.kr/cms/resource/05/1361705_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/1361705_image3_1.jpg,Type3,126.9253074478,37.5302991708,6,20200420235124,20,+82-2-782-0121,Yoido Hotel (여의도호텔),07241
"159, Salgoji-gil, Seongdong-gu, Seoul",,1,A02,A0205,A02050100,2475437,76,20170113233015,http://tong.visitkorea.or.kr/cms/resource/75/2473875_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2473875_image3_1.jpg,Type3,127.0505534575,37.5625810007,,20170224005244,16,,Yongdap Station Pedestrian Bridge (용답역 육교),04761
"10, Muhak-ro 36-gil, Dongdaemun-gu, Seoul",,1,A05,A0502,A05020100,2701512,82,20201225015222,http://tong.visitkorea.or.kr/cms/resource/54/2684954_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2684954_image2_1.jpg,Type3,127.0310964799,37.5772567231,6,20210329222245,11,+82-2-925-3127,Yongdu-dong Jjukkumi (용두동쭈꾸미),02584
"24-2, Dadong-gil, Jung-gu, Seoul",(Dadong),1,A05,A0502,A05020100,2438216,82,20161105022444,http://tong.visitkorea.or.kr/cms/resource/34/1186034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1186034_image3_1.jpg,Type3,126.9805263585,37.5677235893,6,20240313120056,24,+82-2-777-1689,Yonggeumok (용금옥),04522
"250-12 Yongmasan-ro, Jungnang-gu, Seoul",,1,A02,A0202,A02020700,3103098,76,20031029090000,,,,127.0906494851,37.5738526356,6,20240220162548,25,,Yongma Falls Park (용마폭포공원),02257
"118 Mangu-ro 70-gil, Jungnang-gu, Seoul",,1,A02,A0202,A02020600,3110049,76,20231108151844,,,,127.1045448519,37.5945671459,6,20240318161159,25,,Yongma Land (용마랜드),02180
"53, Yongmasan-ro 62-gil, Jungnang-gu, Seoul",,1,A01,A0101,A01010400,2470382,76,20161230002746,http://tong.visitkorea.or.kr/cms/resource/89/1894589_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1894589_image3_1.jpg,Type3,127.0948573105,37.5782494228,6,20210618224500,25,+82-2-2094-2344,Yongmasan Mountain (용마산),02260
"74, Cheongpa-ro, Yongsan-gu, Seoul",,1,A04,A0401,A04010600,273805,79,20060414033242,http://tong.visitkorea.or.kr/cms/resource/08/669208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/669208_image3_1.jpg,Type3,126.9595403701,37.5327661639,6,20210609010846,21,+82-2-707-4700,Yongsan ETLand (용산전자랜드),04372
"185, Seobinggo-ro, Yongsan-gu, Seoul",,1,A02,A0202,A02020700,264131,76,20030103192040,,,,126.9845717812,37.5201069720,6,20221215162116,21,+82-2-792-5660,Yongsan Family Park (용산가족공원),04383
"143, Mokdongjungang-ro, Yangcheon-gu, Seoul",,1,A02,A0202,A02020700,2470380,76,20161230001327,http://tong.visitkorea.or.kr/cms/resource/65/2611465_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2611465_image2_1.jpg,Type3,126.8777336167,37.5441383795,6,20190829010557,19,+82-2-2620-3579,Yongwangsan Neighborhood Park (용왕산근린공원),07971
"50, Yonsei-ro, Seodaemun-gu, Seoul",,1,A02,A0206,A02061400,2992565,78,20230704162953,,,,126.9367638823,37.5605791904,6,20230704163016,14,+82-1599-1885,Yonsei University (연세대학교),03722
"12, Wausan-ro 14-gil, Mapo-gu, Seoul",,1,A02,A0206,A02060300,897510,78,20091215013843,http://tong.visitkorea.or.kr/cms/resource/33/810633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/810633_image3_1.jpg,Type3,126.9237209208,37.5501746109,6,20190319075936,13,,Yoon's Color (윤스칼라),04067
"23, Myeongdong, 9-gil, Jung-gu, Seoul",,1,A05,A0502,A05020900,2665301,82,20200728012334,http://tong.visitkorea.or.kr/cms/resource/44/2655044_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2655044_image2_1.jpg,Type3,126.9845177399,37.5649517610,6,20210415001436,24,+82-2-771-2288,You are here Cafe - Myeongdong Branch(유아히어카페 명동),04534
"456, Dosan-daero, Gangnam-gu, Seoul",,1,A04,A0401,A04011000,3326169,79,20240625133535,http://tong.visitkorea.or.kr/cms/resource/61/3312861_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3312861_image3_1.jpg,Type3,127.0465910289,37.5238104330,6,20240626205240,1,,You&Chung Skin Clinic [Tax Refund Shop] (유앤정피부과의원),06062
"354, Yangcheon-ro, Gangseo-gu, Seoul",,1,A04,A0401,A04011000,3323711,79,20240625080511,http://tong.visitkorea.or.kr/cms/resource/48/3314048_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3314048_image3_1.jpg,Type3,126.8417473389,37.5679488580,6,20240627023517,4,,Younggi Mind [Tax Refund Shop] (영지생각),07573
"159, Mallijae-ro, Jung-gu, Seoul",,1,A04,A0401,A04011000,2959890,79,20230128145515,,,,126.9640504888,37.5533582965,6,20240419102220,24,,Youngone Corporation [Tax Refund Shop] (주식회사 영원무역),04500
"B2, 38, Haneul-gil, Gangseo-gu, Seoul",B2,1,A04,A0401,A04011000,2959115,79,20230205145401,http://tong.visitkorea.or.kr/cms/resource/26/2890226_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/26/2890226_image3_1.jpg,Type3,126.8029675746,37.5668621822,6,20240418155145,4,,Youngpoong Bookstore - Gimpo Branch [Tax Refund Shop] (영풍문고 김포점),07505
"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul",,1,A04,A0401,A04011000,2957767,79,20230129164822,,,,126.9266241202,37.5258580443,6,20240423083308,20,,Youngpoong Bookstore - IFC Mall Branch [Tax Refund Shop] (영풍문고 아이에프씨몰),07326
"41, Cheonggyecheon-ro, Jongno-gu, Seoul",,1,A04,A0401,A04010600,1326944,79,20110707235725,http://tong.visitkorea.or.kr/cms/resource/13/1309013_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1309013_image3_1.jpg,Type3,126.9821594881,37.5696567271,6,20200221012230,23,+82-1522-2776,Youngpoong Bookstore - Jongno Branch (영풍문고-종로점),03188
"41, Cheonggyecheon-ro, Jongno-gu, Seoul",,1,A04,A0401,A04011000,2954519,79,20230125200109,,,,126.9821983715,37.5697233868,6,20240418132742,23,,Youngpoong Bookstore - Jongno Branch [Tax Refund Shop] (영풍문고 종로점),03188
"7, Dangsan-ro, 30-gil, Yeongdeungpo-gu, Seoul",,1,A05,A0502,A05020900,2693344,82,20201208013652,http://tong.visitkorea.or.kr/cms/resource/33/2682733_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2682733_image2_1.jpg,Type3,126.8976267673,37.5256797686,6,20210325215106,20,+82-70-8807-5999,YOUTH COFFEE (유스커피),07257
"162 Hangangnanji-ro, Mapo-gu, Seoul",,1,A02,A0207,A02070200,3303214,85,20160908003000,http://tong.visitkorea.or.kr/cms/resource/48/3116248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/3116248_image3_1.jpg,Type3,126.8851546298,37.5630252055,6,20240524110249,13,+82-2-780-3939,Youth Day Festival (대한민국 청년의 날),03900
